Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,CIBIL_Score,Property_Area,Loan_Type,Loan_Status
Male,No,2,Graduate,No,3985,0,10.0,24.0,1.0,735,Urban,Car Loan,Y
Male,Yes,1,Graduate,No,2195,422,10.0,480.0,1.0,731,Rural,Home Loan,N
Female,No,1,Graduate,No,2350,0,11.0,480.0,0.0,319,Rural,Business Loan,N
Male,Yes,0,Graduate,No,2800,1214,11.0,360.0,1.0,805,Urban,Education Loan,Y
Male,Yes,2,Not Graduate,No,1500,2242,10.0,180.0,1.0,691,Urban,Personal Loan,N
Female,Yes,2,Graduate,No,1993,994,10.0,84.0,0.0,647,Semiurban,Car Loan,N
Female,No,0,Graduate,Yes,1500,0,10.0,120.0,0.0,571,Urban,Car Loan,N
Male,No,0,Not Graduate,No,10322,0,20.0,24.0,0.0,630,Urban,Business Loan,N
Female,No,0,Graduate,Yes,6203,0,36.0,240.0,0.0,397,Semiurban,Education Loan,Y
Male,Yes,3+,Graduate,No,6975,4999,29.0,,1.0,869,Semiurban,Home Loan,Y
Male,No,1,Graduate,Yes,6076,0,14.0,360.0,0.0,356,Urban,Home Loan,N
Male,Yes,3+,Not Graduate,No,4522,2600,25.0,180.0,1.0,884,Rural,Car Loan,Y
Female,No,0,Not Graduate,No,11186,0,52.0,84.0,0.0,534,Rural,Home Loan,N
Male,Yes,2,Not Graduate,No,2624,343,10.0,300.0,1.0,720,Rural,Car Loan,N
Male,Yes,2,Graduate,No,4335,1991,12.0,480.0,,763,Rural,Car Loan,Y
Male,Yes,1,Graduate,No,6788,1538,12.0,360.0,1.0,683,Urban,Personal Loan,Y
Male,No,3+,Graduate,No,1595,0,10.0,240.0,1.0,745,Urban,Car Loan,N
Male,Yes,0,Graduate,No,35158,1708,122.0,360.0,1.0,779,Urban,Business Loan,Y
Male,No,0,Graduate,No,4105,0,22.0,360.0,0.0,501,Rural,Home Loan,N
Male,Yes,1,Graduate,No,4444,12466,11.0,360.0,0.0,531,Rural,Education Loan,Y
Male,No,2,Not Graduate,No,9699,0,51.0,84.0,1.0,724,Semiurban,Home Loan,N
Male,No,1,Graduate,No,7634,0,10.0,360.0,0.0,315,Rural,Personal Loan,N
Male,No,0,Graduate,Yes,4132,0,24.0,120.0,1.0,668,Semiurban,Business Loan,N
Male,Yes,1,Graduate,No,4407,2234,24.0,360.0,1.0,774,Semiurban,Personal Loan,Y
Male,Yes,0,Not Graduate,No,1500,2553,10.0,120.0,1.0,669,Semiurban,Education Loan,N
Female,Yes,0,Not Graduate,No,2725,1522,13.0,360.0,0.0,377,Urban,Car Loan,N
Male,No,1,Graduate,No,5779,0,27.0,480.0,0.0,329,Urban,Personal Loan,N
Male,Yes,2,Graduate,No,5490,494,30.0,60.0,1.0,765,Semiurban,Business Loan,Y
Male,Yes,0,Graduate,No,9459,707,22.0,480.0,1.0,743,Semiurban,Business Loan,Y
Male,Yes,0,Not Graduate,No,3698,1327,11.0,36.0,1.0,731,Semiurban,Car Loan,N
Male,Yes,0,Graduate,No,1523,2422,10.0,84.0,1.0,745,Semiurban,Business Loan,Y
Male,No,0,Graduate,No,8431,0,40.0,240.0,1.0,753,Urban,Home Loan,Y
Male,Yes,2,Graduate,No,10995,3488,,480.0,1.0,886,Semiurban,Home Loan,Y
Male,No,3+,Graduate,No,7545,0,39.0,240.0,0.0,348,Semiurban,Home Loan,N
Male,Yes,0,Not Graduate,Yes,3588,392,10.0,300.0,0.0,624,Semiurban,Home Loan,N
Male,Yes,2,Graduate,No,8358,1447,40.0,360.0,1.0,796,Rural,Personal Loan,Y
Male,Yes,3+,Graduate,No,44366,1023,83.0,480.0,1.0,780,Semiurban,Personal Loan,Y
Male,Yes,2,Graduate,No,4361,1787,10.0,360.0,1.0,879,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,No,1606,1069,10.0,84.0,0.0,589,Rural,Education Loan,N
Male,No,3+,Not Graduate,No,2669,0,10.0,120.0,0.0,421,Rural,Education Loan,N
Male,Yes,0,Graduate,No,6234,1025,21.0,36.0,0.0,423,Rural,Personal Loan,N
Male,No,0,Not Graduate,No,1500,0,10.0,360.0,1.0,767,Urban,Car Loan,Y
Female,Yes,0,Not Graduate,No,4530,833,11.0,60.0,0.0,327,Urban,Personal Loan,N
Male,Yes,0,Graduate,No,5251,913,10.0,120.0,1.0,705,Urban,Education Loan,N
Male,No,0,Graduate,Yes,11785,0,56.0,360.0,1.0,817,Urban,Personal Loan,Y
Female,Yes,0,Graduate,No,10068,2370,28.0,120.0,1.0,770,Rural,Education Loan,Y
Female,Yes,0,Not Graduate,No,7370,1305,25.0,300.0,1.0,730,Semiurban,Business Loan,Y
Male,Yes,2,Graduate,No,1500,8358,10.0,180.0,0.0,413,Urban,Home Loan,N
Male,Yes,2,Graduate,Yes,7667,1267,42.0,36.0,0.0,361,Urban,Car Loan,N
Female,,0,Graduate,Yes,6593,0,29.0,180.0,1.0,718,Urban,Personal Loan,N
Male,Yes,2,Not Graduate,Yes,4813,12132,10.0,180.0,1.0,732,Semiurban,Car Loan,N
Male,No,2,Graduate,No,1500,0,10.0,360.0,1.0,884,Rural,Business Loan,Y
Male,No,2,Graduate,Yes,2336,0,13.0,120.0,1.0,691,Rural,Car Loan,N
Male,Yes,0,Graduate,No,1777,1868,10.0,180.0,1.0,748,Rural,Car Loan,N
Male,No,1,Graduate,No,1500,0,10.0,360.0,0.0,406,Urban,Business Loan,N
Male,Yes,3+,Not Graduate,Yes,4015,1775,14.0,360.0,0.0,334,Urban,Car Loan,N
Male,No,1,Graduate,No,2301,0,10.0,360.0,0.0,587,Urban,Education Loan,N
Male,Yes,0,Not Graduate,No,25278,1526,63.0,360.0,0.0,301,Semiurban,Car Loan,N
Male,No,1,Graduate,No,3575,0,15.0,360.0,1.0,677,Rural,Home Loan,N
Male,Yes,1,Graduate,No,9952,937,19.0,,1.0,882,Semiurban,Education Loan,Y
Male,Yes,1,Graduate,No,1500,570,10.0,360.0,1.0,878,Rural,Home Loan,Y
Male,No,0,Graduate,No,2776,0,10.0,240.0,1.0,766,Semiurban,Personal Loan,Y
Female,No,0,Graduate,No,4306,0,10.0,120.0,0.0,520,Urban,Personal Loan,N
Male,Yes,2,Graduate,Yes,2130,1690,10.0,120.0,1.0,719,Urban,Home Loan,N
Male,Yes,2,Graduate,No,2994,1420,10.0,84.0,1.0,756,Semiurban,Personal Loan,Y
,No,0,Graduate,No,3454,0,10.0,60.0,1.0,772,Semiurban,Education Loan,Y
Male,No,3+,Graduate,No,3416,0,20.0,60.0,0.0,513,Urban,Home Loan,N
Male,No,0,Not Graduate,No,14743,0,34.0,24.0,1.0,688,Semiurban,Home Loan,Y
Male,No,1,Graduate,No,5243,0,16.0,360.0,0.0,547,Rural,Car Loan,N
Male,No,2,Graduate,No,5628,0,10.0,360.0,0.0,352,Semiurban,Personal Loan,N
Male,No,2,Graduate,No,5870,0,12.0,360.0,1.0,653,Rural,Education Loan,N
Male,Yes,3+,Not Graduate,No,6178,570,10.0,360.0,1.0,798,Semiurban,Education Loan,Y
Male,Yes,0,Not Graduate,No,3797,2809,14.0,60.0,0.0,336,Semiurban,Personal Loan,Y
Male,No,2,Graduate,No,3214,0,15.0,360.0,1.0,809,Rural,Personal Loan,Y
Male,No,0,Not Graduate,No,4522,0,10.0,240.0,0.0,311,Rural,Education Loan,N
Male,Yes,2,Graduate,No,9043,1446,24.0,24.0,1.0,731,Urban,Personal Loan,Y
Female,Yes,2,Graduate,No,8851,5715,10.0,60.0,1.0,746,Semiurban,Car Loan,Y
Male,No,1,Not Graduate,No,3400,0,17.0,120.0,0.0,641,Urban,Business Loan,N
Male,Yes,0,Not Graduate,Yes,6887,3941,33.0,24.0,0.0,506,Urban,Education Loan,N
Female,Yes,2,Graduate,No,3511,2694,10.0,120.0,0.0,337,Semiurban,Personal Loan,N
Male,Yes,0,Not Graduate,No,4120,483,11.0,24.0,0.0,647,Rural,Education Loan,N
Male,,0,Graduate,No,2888,924,16.0,84.0,0.0,502,Semiurban,Home Loan,N
Male,Yes,2,Not Graduate,No,3543,1131,10.0,120.0,0.0,569,Urban,Education Loan,N
Male,Yes,0,Graduate,No,10290,1204,36.0,480.0,0.0,374,Urban,Car Loan,Y
Male,Yes,2,Graduate,No,4292,2501,11.0,84.0,1.0,748,Semiurban,Personal Loan,Y
Male,No,0,Graduate,No,4423,0,17.0,84.0,1.0,729,Urban,Car Loan,N
Male,Yes,0,Graduate,No,1500,78,10.0,360.0,0.0,451,Urban,Personal Loan,N
Male,No,2,Graduate,No,3240,0,19.0,360.0,1.0,656,Rural,Education Loan,N
Male,No,,Graduate,No,3398,0,16.0,180.0,1.0,689,Urban,Personal Loan,N
Male,Yes,0,Graduate,Yes,2252,1284,10.0,360.0,1.0,708,Semiurban,Home Loan,N
Male,No,2,Graduate,No,4085,0,13.0,180.0,1.0,685,Rural,Business Loan,N
Male,Yes,1,Graduate,No,2979,1415,10.0,84.0,1.0,821,Urban,Personal Loan,Y
Female,No,1,Graduate,No,4255,0,25.0,120.0,1.0,757,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,Yes,4381,2011,19.0,360.0,0.0,313,Semiurban,Car Loan,N
Male,No,2,Not Graduate,No,2061,0,10.0,180.0,1.0,819,Semiurban,Education Loan,Y
Male,No,2,Not Graduate,No,3043,0,10.0,360.0,1.0,693,Semiurban,Home Loan,N
Male,Yes,2,Not Graduate,No,4247,293,14.0,84.0,1.0,820,Urban,Education Loan,Y
Male,Yes,,Graduate,No,9218,1096,54.0,360.0,1.0,692,Rural,Home Loan,Y
Male,No,2,Not Graduate,Yes,4816,0,16.0,180.0,1.0,824,Rural,Education Loan,Y
Male,No,1,Graduate,No,2531,0,10.0,240.0,0.0,315,Urban,Education Loan,N
Male,Yes,1,Graduate,No,5320,1820,10.0,300.0,1.0,742,Urban,Car Loan,N
Male,No,0,Graduate,No,13296,0,35.0,360.0,0.0,395,Urban,Car Loan,Y
Female,Yes,,Not Graduate,Yes,7644,2436,42.0,84.0,1.0,884,Urban,Personal Loan,Y
Male,No,2,Graduate,No,5903,0,35.0,360.0,1.0,843,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,6686,549,38.0,360.0,1.0,897,Urban,Personal Loan,Y
Male,No,0,Graduate,Yes,11025,0,50.0,84.0,1.0,735,Urban,Home Loan,N
Female,Yes,3+,Not Graduate,No,8543,1202,31.0,480.0,0.0,381,Rural,Home Loan,N
Male,Yes,0,Graduate,Yes,5983,622,23.0,360.0,0.0,430,Urban,Home Loan,N
Male,Yes,3+,Graduate,No,8501,1196,30.0,240.0,1.0,729,Rural,Personal Loan,Y
Female,Yes,1,Graduate,,1887,138,10.0,60.0,1.0,758,Rural,Car Loan,Y
Female,Yes,1,Graduate,Yes,1500,1277,10.0,300.0,,854,Urban,Personal Loan,Y
Female,,0,Graduate,Yes,4491,122,19.0,60.0,1.0,895,Semiurban,Education Loan,Y
Male,No,0,Graduate,No,4222,0,10.0,180.0,0.0,371,Rural,Home Loan,N
Male,,3+,Not Graduate,Yes,2749,1754,10.0,180.0,1.0,667,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,7173,853,36.0,360.0,0.0,386,Urban,Home Loan,N
Female,Yes,2,Graduate,No,1500,1819,10.0,84.0,1.0,802,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,No,2767,454,10.0,360.0,1.0,746,Rural,Home Loan,N
Male,Yes,0,Graduate,No,2865,1170,10.0,120.0,1.0,893,Semiurban,Car Loan,Y
Male,Yes,0,Graduate,Yes,1500,2242,10.0,240.0,1.0,851,Urban,Personal Loan,Y
Female,Yes,1,Graduate,No,11456,67,50.0,360.0,0.0,305,Semiurban,Business Loan,Y
Male,Yes,3+,Graduate,No,1553,733,10.0,360.0,1.0,679,Semiurban,Car Loan,N
Male,Yes,0,Not Graduate,No,2665,1074,10.0,120.0,0.0,383,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,7597,919,23.0,180.0,1.0,890,Rural,Home Loan,Y
Male,Yes,0,Graduate,No,6324,4069,20.0,120.0,0.0,453,Semiurban,Personal Loan,Y
Male,Yes,1,Not Graduate,Yes,1852,398,10.0,360.0,1.0,840,Rural,Education Loan,Y
Male,No,0,Graduate,No,6488,0,10.0,180.0,0.0,408,Semiurban,Home Loan,N
Male,Yes,2,Not Graduate,No,4928,195,10.0,360.0,0.0,411,Semiurban,Car Loan,N
Male,No,1,Graduate,No,20601,0,16.0,300.0,0.0,471,Urban,Home Loan,Y
Male,,1,Graduate,No,5338,878,12.0,60.0,1.0,678,Rural,Car Loan,Y
Male,No,0,Not Graduate,No,3645,0,10.0,120.0,0.0,584,Rural,Home Loan,N
Male,No,3+,Graduate,No,2209,0,10.0,84.0,1.0,852,Urban,Education Loan,Y
Male,Yes,0,Graduate,No,2389,1944,10.0,180.0,1.0,830,Semiurban,Business Loan,Y
Male,No,0,Not Graduate,No,2257,0,10.0,300.0,1.0,875,Urban,Home Loan,Y
Male,Yes,1,Graduate,No,10506,11885,26.0,240.0,1.0,893,Rural,Education Loan,Y
Male,Yes,1,Graduate,No,4074,1650,10.0,360.0,0.0,381,Semiurban,Education Loan,N
Male,No,0,Graduate,No,5976,0,23.0,60.0,1.0,668,Urban,Business Loan,Y
Female,No,0,Not Graduate,No,11614,0,43.0,360.0,1.0,715,Rural,Education Loan,Y
Male,Yes,2,Not Graduate,No,1500,770,10.0,180.0,1.0,761,Urban,Education Loan,Y
Female,Yes,0,Graduate,No,9849,283,38.0,120.0,1.0,861,Rural,Car Loan,Y
Male,Yes,2,Graduate,Yes,4182,1136,25.0,360.0,0.0,430,Semiurban,Home Loan,N
Male,Yes,1,Not Graduate,No,5456,2219,31.0,360.0,1.0,829,Urban,Home Loan,Y
Female,,0,Graduate,No,2253,0,10.0,180.0,1.0,808,Urban,Car Loan,Y
Male,Yes,0,Graduate,No,2371,530,11.0,360.0,1.0,709,Urban,Home Loan,N
Male,Yes,0,Graduate,No,5665,4291,14.0,360.0,0.0,319,Semiurban,Education Loan,Y
Male,Yes,2,Not Graduate,No,21358,303,24.0,360.0,0.0,570,Semiurban,Car Loan,Y
Male,Yes,1,Not Graduate,No,8121,170,,24.0,0.0,392,Urban,Education Loan,N
Female,Yes,0,Graduate,No,9758,388,24.0,360.0,1.0,897,Urban,Home Loan,Y
Female,No,1,Graduate,No,3517,0,12.0,360.0,1.0,807,Urban,Business Loan,Y
Female,No,,Graduate,No,2643,0,11.0,,1.0,790,Rural,Business Loan,Y
Male,No,0,Graduate,No,2329,0,10.0,360.0,1.0,792,Semiurban,Home Loan,Y
,Yes,3+,Graduate,No,2858,899,10.0,480.0,1.0,797,Urban,Car Loan,Y
Female,No,0,Not Graduate,No,1500,0,10.0,240.0,0.0,592,Semiurban,Education Loan,N
Male,No,0,Graduate,No,2422,0,10.0,24.0,1.0,869,Urban,Home Loan,Y
Male,No,0,Not Graduate,No,2718,0,10.0,240.0,1.0,797,Rural,Car Loan,Y
Male,Yes,0,Graduate,No,3559,4273,21.0,24.0,0.0,591,Rural,Home Loan,N
Male,Yes,0,Graduate,No,4412,727,21.0,120.0,0.0,604,Semiurban,Business Loan,N
Female,Yes,0,Graduate,No,5185,2128,30.0,360.0,1.0,804,Rural,Personal Loan,Y
Male,Yes,3+,Graduate,No,3982,882,17.0,120.0,1.0,807,Rural,Education Loan,Y
Female,Yes,2,Graduate,No,2678,2519,10.0,360.0,1.0,833,Rural,Education Loan,Y
Male,Yes,2,Not Graduate,No,1500,266,10.0,360.0,1.0,882,Semiurban,Business Loan,Y
Male,Yes,0,Not Graduate,No,2689,249,10.0,180.0,1.0,861,Urban,Business Loan,Y
Male,No,0,Graduate,Yes,2037,0,10.0,360.0,1.0,842,Urban,Business Loan,Y
Female,Yes,0,Graduate,,5576,492,28.0,36.0,0.0,520,Urban,Home Loan,N
Male,Yes,2,Not Graduate,No,7604,688,24.0,360.0,0.0,577,Semiurban,Home Loan,N
Male,No,3+,Graduate,No,7762,0,18.0,360.0,1.0,762,Urban,Education Loan,Y
Male,No,0,Graduate,No,6835,0,33.0,120.0,1.0,756,Urban,Education Loan,Y
Female,No,0,Graduate,No,3664,0,19.0,120.0,1.0,673,Semiurban,Home Loan,N
Male,No,,Not Graduate,No,2792,0,10.0,120.0,0.0,463,Urban,Home Loan,N
Female,Yes,0,Graduate,Yes,2385,799,10.0,360.0,1.0,881,Semiurban,Business Loan,Y
Male,No,0,Graduate,,1500,0,10.0,360.0,1.0,830,Rural,Personal Loan,Y
Male,Yes,1,Not Graduate,No,8057,473,28.0,120.0,1.0,853,Rural,Car Loan,Y
Male,Yes,2,Graduate,No,3560,256,10.0,360.0,1.0,660,Semiurban,Business Loan,Y
Male,Yes,0,Graduate,No,1681,1167,10.0,60.0,0.0,629,Semiurban,Education Loan,N
Male,Yes,0,Graduate,No,2256,657,10.0,240.0,1.0,709,Semiurban,Personal Loan,N
Male,Yes,3+,Not Graduate,Yes,2193,2616,10.0,480.0,1.0,854,Urban,Car Loan,Y
Male,No,0,Graduate,No,4146,0,19.0,60.0,1.0,824,Rural,Home Loan,Y
Female,No,0,Not Graduate,No,8494,0,46.0,360.0,1.0,802,Urban,Car Loan,Y
Male,Yes,0,Graduate,Yes,3153,5606,10.0,360.0,0.0,613,Urban,Car Loan,N
Male,Yes,0,Graduate,Yes,1500,470,10.0,480.0,0.0,575,Rural,Education Loan,N
Female,No,0,Not Graduate,Yes,3524,0,12.0,60.0,1.0,794,Urban,Home Loan,Y
Male,No,,Graduate,Yes,3607,0,10.0,84.0,1.0,789,Semiurban,Business Loan,Y
Male,Yes,0,Graduate,No,3437,325,14.0,12.0,1.0,772,Urban,Home Loan,Y
Female,No,0,Graduate,No,2593,0,10.0,360.0,1.0,892,Urban,Home Loan,Y
Male,Yes,1,Graduate,No,4685,1279,16.0,360.0,1.0,829,Urban,Education Loan,Y
Male,Yes,1,Graduate,Yes,4214,1236,23.0,60.0,0.0,451,Urban,Education Loan,N
Male,No,2,Graduate,No,3954,0,13.0,360.0,1.0,659,Semiurban,Car Loan,N
Female,Yes,2,Graduate,No,5371,1514,31.0,120.0,1.0,730,Rural,Personal Loan,Y
Male,Yes,0,Not Graduate,No,2978,3107,10.0,60.0,1.0,837,Semiurban,Education Loan,Y
Male,No,2,Graduate,No,2862,0,10.0,180.0,0.0,345,Rural,Education Loan,N
,No,0,Not Graduate,No,10573,0,34.0,36.0,1.0,758,Urban,Personal Loan,Y
Female,Yes,3+,Graduate,No,5952,396,10.0,120.0,0.0,374,Urban,Home Loan,N
Male,Yes,0,Graduate,Yes,7178,1453,28.0,180.0,,712,Urban,Education Loan,N
Male,Yes,3+,Graduate,No,9492,1999,41.0,360.0,1.0,893,Semiurban,Business Loan,Y
Male,No,2,Graduate,No,5814,0,18.0,360.0,0.0,322,Semiurban,Home Loan,N
Male,Yes,0,Graduate,No,7706,399,10.0,240.0,1.0,890,Semiurban,Car Loan,Y
Male,Yes,1,Not Graduate,Yes,1500,2438,10.0,360.0,0.0,420,Rural,Business Loan,N
Male,No,3+,Not Graduate,No,4642,0,10.0,,1.0,690,Semiurban,Car Loan,N
Female,Yes,2,Not Graduate,No,3540,272,15.0,180.0,1.0,767,Semiurban,Car Loan,Y
Female,Yes,0,Graduate,Yes,13021,2242,63.0,360.0,1.0,712,Rural,Business Loan,Y
Male,Yes,2,Not Graduate,No,7702,1194,44.0,360.0,1.0,833,Urban,Home Loan,Y
Female,No,0,Graduate,Yes,2588,0,10.0,360.0,1.0,681,Semiurban,Home Loan,N
Male,Yes,,Graduate,No,5223,619,18.0,360.0,1.0,676,Semiurban,Personal Loan,Y
Female,Yes,0,Not Graduate,No,4525,1959,16.0,360.0,,306,Semiurban,Personal Loan,N
Male,No,0,Graduate,No,5530,0,30.0,180.0,1.0,754,Urban,Car Loan,Y
Male,Yes,,Graduate,No,1972,799,10.0,360.0,1.0,825,Semiurban,Education Loan,Y
Female,Yes,0,Graduate,No,5177,1114,10.0,60.0,1.0,656,Semiurban,Personal Loan,Y
Male,Yes,2,Graduate,Yes,3429,611,10.0,360.0,1.0,823,Semiurban,Personal Loan,Y
Male,Yes,0,Not Graduate,No,4903,4848,20.0,180.0,1.0,855,Urban,Home Loan,Y
Male,Yes,0,Graduate,No,2423,984,10.0,60.0,0.0,473,Rural,Home Loan,N
Male,Yes,0,Not Graduate,No,2671,478,14.0,360.0,0.0,313,Rural,Car Loan,N
Male,Yes,0,Graduate,No,9151,575,15.0,180.0,1.0,761,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,Yes,1927,1229,11.0,360.0,0.0,372,Semiurban,Business Loan,N
Male,No,0,Graduate,No,2029,0,10.0,240.0,1.0,815,Rural,Business Loan,Y
Male,No,1,Graduate,No,3881,0,,360.0,0.0,301,Urban,Personal Loan,N
Male,No,0,Graduate,No,2344,0,12.0,120.0,0.0,509,Urban,Education Loan,N
Male,No,0,Not Graduate,No,2165,0,10.0,84.0,0.0,560,Semiurban,Car Loan,N
Female,Yes,0,Not Graduate,No,4330,1668,,180.0,1.0,842,Rural,Personal Loan,Y
Male,No,2,Not Graduate,No,1500,0,,360.0,1.0,666,Urban,Personal Loan,N
Male,Yes,3+,Not Graduate,No,1987,1115,10.0,360.0,1.0,739,Rural,Education Loan,N
Male,No,0,Not Graduate,Yes,16947,0,,300.0,0.0,551,Semiurban,Home Loan,N
Female,No,0,Graduate,No,5550,0,10.0,480.0,1.0,735,Semiurban,Business Loan,N
Male,No,0,Not Graduate,No,2386,0,10.0,360.0,0.0,346,Urban,Car Loan,N
Male,No,3+,Graduate,Yes,5392,0,10.0,360.0,1.0,731,Urban,Car Loan,N
Male,Yes,0,Graduate,Yes,5985,742,31.0,36.0,0.0,462,Rural,Education Loan,N
Male,Yes,0,Graduate,No,8071,1307,25.0,24.0,1.0,687,Rural,Education Loan,Y
Male,Yes,0,Graduate,No,3681,531,16.0,120.0,1.0,741,Semiurban,Home Loan,N
Female,Yes,0,Graduate,No,7970,3277,33.0,60.0,1.0,862,Rural,Personal Loan,Y
Female,Yes,0,Not Graduate,Yes,1500,517,10.0,300.0,1.0,712,Rural,Home Loan,N
Male,No,2,Graduate,No,1920,0,10.0,300.0,1.0,879,Semiurban,Home Loan,Y
,No,0,Graduate,,4512,0,11.0,300.0,0.0,578,Semiurban,Car Loan,N
Female,Yes,1,Graduate,No,5068,797,25.0,360.0,1.0,871,Semiurban,Personal Loan,Y
Male,No,0,Graduate,No,2125,0,10.0,480.0,1.0,819,Semiurban,Business Loan,Y
Male,No,0,Graduate,No,4825,0,10.0,360.0,0.0,429,Urban,Personal Loan,N
Male,No,3+,Graduate,No,2600,0,13.0,36.0,1.0,785,Semiurban,Business Loan,Y
Male,No,0,Graduate,No,3314,0,10.0,180.0,0.0,321,Urban,Home Loan,N
Male,Yes,2,Graduate,No,8244,1277,36.0,120.0,0.0,425,Rural,Home Loan,N
Male,No,1,Not Graduate,No,7602,0,23.0,60.0,1.0,713,Rural,Education Loan,Y
Female,No,0,Not Graduate,No,2002,0,10.0,300.0,1.0,658,Urban,Home Loan,N
Female,Yes,3+,Graduate,No,1919,1081,,300.0,1.0,874,Urban,Personal Loan,Y
Male,Yes,0,Graduate,Yes,3017,953,14.0,84.0,0.0,629,Semiurban,Education Loan,N
Male,No,2,Graduate,Yes,3949,0,12.0,360.0,1.0,706,Semiurban,Business Loan,N
Female,Yes,0,Not Graduate,No,2538,608,,360.0,1.0,756,Urban,Home Loan,Y
Female,No,2,Graduate,No,8336,0,41.0,12.0,0.0,602,Semiurban,Car Loan,Y
Male,No,0,Graduate,No,5131,0,16.0,180.0,1.0,870,Urban,Education Loan,Y
Female,Yes,1,Not Graduate,No,5346,1213,10.0,360.0,0.0,511,Urban,Home Loan,N
Female,Yes,2,Graduate,No,1658,373,10.0,300.0,0.0,463,Urban,Education Loan,N
Male,No,3+,Graduate,No,9109,0,21.0,180.0,1.0,891,Urban,Car Loan,Y
Male,Yes,3+,Graduate,No,1500,1018,10.0,120.0,0.0,551,Rural,Car Loan,N
Male,Yes,2,Not Graduate,No,7214,5614,39.0,84.0,0.0,504,Rural,Car Loan,N
Male,Yes,3+,Not Graduate,No,7738,1200,25.0,36.0,1.0,654,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,2972,4861,10.0,360.0,1.0,744,Semiurban,Education Loan,Y
Female,No,0,Graduate,Yes,9808,0,44.0,36.0,1.0,861,Urban,Car Loan,Y
Male,Yes,0,Graduate,,3850,774,20.0,120.0,1.0,653,Semiurban,Home Loan,Y
Male,No,0,Not Graduate,Yes,4203,0,10.0,24.0,0.0,578,Urban,Car Loan,N
Male,Yes,0,Not Graduate,Yes,5103,1625,22.0,360.0,1.0,819,Semiurban,Home Loan,Y
Male,Yes,1,Graduate,No,37444,614,179.0,24.0,0.0,605,Rural,Car Loan,N
Female,No,,Not Graduate,No,10312,0,19.0,120.0,1.0,790,Urban,Home Loan,Y
Male,No,1,Graduate,No,6573,0,21.0,300.0,1.0,890,Rural,Education Loan,Y
Male,Yes,0,Graduate,No,2123,183,10.0,180.0,0.0,394,Urban,Personal Loan,N
Male,Yes,0,Graduate,No,4449,2546,20.0,120.0,0.0,447,Semiurban,Education Loan,N
Male,Yes,1,Graduate,No,2277,2937,11.0,120.0,1.0,668,Urban,Personal Loan,Y
Male,Yes,2,Not Graduate,No,7154,5733,10.0,360.0,1.0,731,Semiurban,Car Loan,Y
Male,No,2,Graduate,No,4439,0,22.0,480.0,1.0,874,Urban,Education Loan,Y
Male,Yes,1,Graduate,No,1831,876,10.0,,1.0,774,Semiurban,Personal Loan,Y
Male,Yes,0,Not Graduate,No,4258,2325,11.0,24.0,1.0,653,Semiurban,Car Loan,Y
Male,Yes,1,Not Graduate,No,2220,2356,10.0,24.0,1.0,777,Urban,Personal Loan,Y
Male,No,0,Graduate,Yes,4473,0,10.0,360.0,0.0,446,Semiurban,Car Loan,N
Female,No,0,Graduate,No,2205,0,12.0,300.0,1.0,795,Rural,Car Loan,Y
Male,Yes,0,Graduate,,4102,944,15.0,360.0,0.0,334,Semiurban,Personal Loan,Y
,No,0,Graduate,No,6804,0,27.0,360.0,0.0,375,Urban,Home Loan,Y
Male,Yes,0,Not Graduate,Yes,3877,1778,16.0,360.0,1.0,756,Urban,Car Loan,Y
Male,Yes,3+,Not Graduate,No,3060,272,11.0,360.0,0.0,548,Rural,Home Loan,N
Male,No,3+,Graduate,No,4639,0,24.0,360.0,1.0,680,Semiurban,Car Loan,N
Male,No,0,Graduate,No,6555,0,26.0,240.0,0.0,604,Semiurban,Home Loan,Y
Female,No,0,Graduate,No,1853,0,10.0,120.0,1.0,677,Urban,Education Loan,N
Male,Yes,0,Not Graduate,Yes,4829,1241,18.0,240.0,1.0,786,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,No,10120,4357,17.0,240.0,0.0,536,Urban,Personal Loan,Y
Male,No,3+,Graduate,No,6012,0,33.0,360.0,1.0,739,Rural,Car Loan,Y
Female,Yes,0,Graduate,No,4189,635,18.0,60.0,0.0,522,Rural,Business Loan,N
Male,Yes,2,Graduate,No,6296,645,27.0,360.0,0.0,403,Urban,Education Loan,Y
Male,Yes,0,Graduate,Yes,5523,496,32.0,240.0,1.0,651,Semiurban,Car Loan,N
Male,No,3+,Graduate,No,6819,0,10.0,360.0,1.0,655,Urban,Personal Loan,Y
Male,,0,Not Graduate,No,1500,445,10.0,84.0,1.0,678,Semiurban,Personal Loan,N
Male,Yes,2,Not Graduate,Yes,1500,2907,10.0,240.0,1.0,803,Rural,Personal Loan,Y
Female,No,0,Not Graduate,No,8130,0,33.0,84.0,0.0,623,Semiurban,Home Loan,N
